year,genres,count
1970,13th Century,1
1970,14th Century,1
1970,16th Century,1
1970,17th Century,1
1970,19th Century,8
1970,20th Century,22
1970,Academic,1
1970,Action,2
1970,Adult,6
1970,Adult Fiction,1
1970,Adventure,22
1970,African American,3
1970,Albanian Literature,1
1970,Aliens,1
1970,American,7
1970,American Fiction,1
1970,American History,1
1970,Ancient,4
1970,Ancient History,4
1970,Animals,9
1970,Anthologies,2
1970,Anti Racist,1
1970,Architecture,1
1970,Art,2
1970,Arthurian,2
1970,Asia,8
1970,Asian Literature,3
1970,Atheism,2
1970,Audiobook,9
1970,Autobiography,3
1970,BDSM,1
1970,Banned Books,2
1970,Baseball,1
1970,Biography,7
1970,Biography Memoir,5
1970,Biology,1
1970,Books About Books,1
1970,British Literature,11
1970,Bulgaria,1
1970,Bulgarian Literature,1
1970,Business,1
1970,Canada,3
1970,Canadian Literature,3
1970,Cartoon,1
1970,Cats,4
1970,Chapter Books,4
1970,Chick Lit,2
1970,Childrens,23
1970,China,1
1970,Chinese Literature,1
1970,Christian,6
1970,Christian Fiction,2
1970,Christian Living,2
1970,Christian Non Fiction,1
1970,Christianity,4
1970,Classic Literature,2
1970,Classics,87
1970,Collections,3
1970,College,1
1970,Comedy,3
1970,Comic Book,1
1970,Comics,3
1970,Coming Of Age,3
1970,Contemporary,9
1970,Contemporary Romance,1
1970,Counter Culture,1
1970,Crime,5
1970,Criticism,1
1970,Cultural,2
1970,Czech Literature,1
1970,Dark,1
1970,Dark Fantasy,3
1970,Design,1
1970,Drama,7
1970,Dystopia,3
1970,Economics,2
1970,Education,1
1970,Egypt,3
1970,Egyptian Literature,1
1970,Epic,2
1970,Epic Fantasy,5
1970,Epic Poetry,1
1970,Erotica,1
1970,Essays,6
1970,European Literature,1
1970,Evolution,1
1970,Fairy Tales,1
1970,Faith,2
1970,Family,2
1970,Fantasy,33
1970,Female Authors,1
1970,Feminism,4
1970,Fiction,108
1970,Finnish Literature,2
1970,Folklore,1
1970,Food,1
1970,France,12
1970,French Literature,6
1970,Futurism,1
1970,Gender,1
1970,Gender Studies,1
1970,German Literature,2
1970,Germany,2
1970,Gothic,2
1970,Graphic Novels,2
1970,Greece,2
1970,Hard Boiled,1
1970,Hard Science Fiction,1
1970,Health,1
1970,High Fantasy,6
1970,High School,1
1970,Hinduism,1
1970,Historical,28
1970,Historical Fantasy,1
1970,Historical Fiction,42
1970,Historical Romance,1
1970,History,19
1970,Holocaust,1
1970,Horror,7
1970,Hugo Awards,1
1970,Humor,14
1970,India,2
1970,Indonesian Literature,1
1970,Inspirational,3
1970,Iran,1
1970,Ireland,1
1970,Irish Literature,2
1970,Islam,7
1970,Italian Literature,2
1970,Italy,1
1970,Japan,4
1970,Japanese Literature,3
1970,Jewish,1
1970,Juvenile,9
1970,Kids,4
1970,LGBT,2
1970,Language,1
1970,Latin American,4
1970,Latin American Literature,2
1970,Literary Criticism,2
1970,Literary Fiction,19
1970,Literature,52
1970,Love,2
1970,Love Story,1
1970,M M Romance,1
1970,Magic,4
1970,Magical Realism,2
1970,Marathi,1
1970,Media Tie In,1
1970,Medieval,3
1970,Memoir,5
1970,Mental Health,1
1970,Mental Illness,2
1970,Middle Grade,10
1970,Military Fiction,6
1970,Military History,2
1970,Modern,1
1970,Modern Classics,2
1970,Mystery,12
1970,Mystery Thriller,2
1970,Mythology,6
1970,Native Americans,3
1970,New Age,1
1970,New York,2
1970,Nobel Prize,2
1970,Noir,1
1970,Nonfiction,34
1970,Novella,2
1970,Novels,52
1970,Own,1
1970,Philosophy,24
1970,Physics,1
1970,Picture Books,5
1970,Plays,3
1970,Poetry,11
1970,Poetry Plays,1
1970,Political Science,2
1970,Politics,11
1970,Popular Science,1
1970,Portugal,1
1970,Post Apocalyptic,2
1970,Pre Raphaelite,1
1970,Psychiatry,1
1970,Psychology,5
1970,Pulp,1
1970,Queer,1
1970,Race,4
1970,Read For School,6
1970,Realistic Fiction,3
1970,Reference,5
1970,Religion,14
1970,Research,1
1970,Roman,5
1970,Romance,12
1970,Romantic,1
1970,Russia,5
1970,Russian Literature,5
1970,Scandinavian Literature,3
1970,School,16
1970,Science,3
1970,Science Fiction,18
1970,Science Fiction Fantasy,18
1970,Scotland,1
1970,Scripture,1
1970,Self Help,6
1970,Semiotics,1
1970,Serbian Literature,1
1970,Sexuality,1
1970,Short Stories,9
1970,Short Story Collection,1
1970,Social,1
1970,Social Justice,1
1970,Sociology,5
1970,Southern,2
1970,Space,2
1970,Space Opera,3
1970,Spain,1
1970,Spanish Literature,3
1970,Speculative Fiction,7
1970,Spirituality,11
1970,Sports,1
1970,Steampunk,1
1970,Storytime,1
1970,Supernatural,1
1970,Survival,1
1970,Suspense,2
1970,Swedish Literature,1
1970,Sword and Sorcery,3
1970,Technology,1
1970,Textbooks,1
1970,The United States Of America,1
1970,Theatre,3
1970,Theology,7
1970,Theory,1
1970,Thriller,5
1970,Time Travel,2
1970,Travel,3
1970,True Crime,1
1970,Turkish,1
1970,Ukraine,1
1970,Ukrainian Literature,1
1970,Unfinished,4
1970,Victorian,3
1970,War,13
1970,Weird Fiction,1
1970,Westerns,5
1970,Womens,2
1970,Womens Studies,1
1970,World History,2
1970,World War II,3
1970,Writing,1
1970,Young Adult,18
1971,16th Century,1
1971,17th Century,1
1971,19th Century,9
1971,1st Grade,2
1971,20th Century,21
1971,Academic,1
1971,Action,1
1971,Adult,5
1971,Adult Fiction,4
1971,Adventure,16
1971,Africa,4
1971,African American,3
1971,African American Literature,1
1971,Alternate History,1
1971,American,16
1971,American History,1
1971,Americana,2
1971,Animals,5
1971,Anthologies,2
1971,Anthropology,2
1971,Architecture,1
1971,Art,3
1971,Asia,1
1971,Asian Literature,1
1971,Audiobook,16
1971,Autobiography,6
1971,Bande Dessinée,1
1971,Banned Books,1
1971,Batman,1
1971,Belgian,1
1971,Belgium,1
1971,Biography,11
1971,Biography Memoir,4
1971,Biology,2
1971,Book Club,1
1971,Books About Books,1
1971,Brazil,1
1971,British Literature,13
1971,Buddhism,1
1971,Canada,1
1971,Canadian Literature,1
1971,Catholic,1
1971,Cats,1
1971,Chapter Books,2
1971,Childrens,24
1971,Christian,8
1971,Christian Fiction,2
1971,Christian Living,2
1971,Christian Non Fiction,2
1971,Christianity,3
1971,Church History,1
1971,Classic Literature,4
1971,Classics,85
1971,Collections,1
1971,Comedy,7
1971,Comic Book,1
1971,Comics,2
1971,Coming Of Age,7
1971,Conspiracy Theories,1
1971,Contemporary,17
1971,Crime,4
1971,Cults,1
1971,Cultural,2
1971,Czech Literature,2
1971,Dark,4
1971,Dark Fantasy,1
1971,Dc Comics,1
1971,Detective,1
1971,Diary,1
1971,Discipleship,1
1971,Dragons,1
1971,Drama,6
1971,Dystopia,5
1971,Economics,4
1971,Education,2
1971,Emotion,1
1971,Engineering,1
1971,Environment,1
1971,Epic Fantasy,1
1971,Espionage,2
1971,Essays,5
1971,European History,1
1971,Evolution,1
1971,Fairy Tales,3
1971,Faith,4
1971,Family,2
1971,Fantasy,32
1971,Female Authors,1
1971,Feminism,4
1971,Fiction,100
1971,Film,1
1971,Folklore,2
1971,France,7
1971,French Literature,5
1971,Gay,1
1971,Gender,1
1971,Geography,1
1971,German Literature,6
1971,Germany,3
1971,Ghosts,2
1971,Gothic,2
1971,Graphic Novels,2
1971,Graphic Novels Comics,1
1971,Greece,2
1971,Harlequin,1
1971,Harlequin Romance,1
1971,High Fantasy,1
1971,High School,2
1971,Historical,27
1971,Historical Fiction,36
1971,Historical Romance,2
1971,History,19
1971,Holocaust,2
1971,Horror,9
1971,Hugo Awards,1
1971,Humor,22
1971,India,1
1971,Ireland,1
1971,Irish Literature,1
1971,Islam,3
1971,Japan,2
1971,Japanese Literature,2
1971,Journalism,1
1971,Juvenile,10
1971,Kids,5
1971,LGBT,2
1971,Language,1
1971,Latin American,2
1971,Latin American Literature,1
1971,Law,1
1971,Linguistics,1
1971,Literary Criticism,1
1971,Literary Fiction,15
1971,Literature,49
1971,Magic,4
1971,Magical Realism,1
1971,Manga,1
1971,Maritime,1
1971,Marriage,1
1971,Media Tie In,1
1971,Memoir,9
1971,Mental Health,2
1971,Mental Illness,1
1971,Middle Grade,9
1971,Military Fiction,4
1971,Military History,1
1971,Modern,2
1971,Modern Classics,1
1971,Monsters,1
1971,Murder Mystery,1
1971,Music,2
1971,Mystery,10
1971,Mystery Thriller,3
1971,Mythology,4
1971,Natural History,1
1971,Nature,3
1971,Naval Historical Fiction,1
1971,New Age,1
1971,New York,1
1971,Nobel Prize,4
1971,Nonfiction,34
1971,Novels,48
1971,Occult,2
1971,Pakistan,1
1971,Paranormal,5
1971,Parenting,2
1971,Personal Development,1
1971,Philosophy,19
1971,Picture Books,5
1971,Plays,5
1971,Poetry,11
1971,Poetry Plays,1
1971,Poland,1
1971,Polish Literature,4
1971,Political Science,3
1971,Politics,9
1971,Portuguese Literature,1
1971,Psychoanalysis,1
1971,Psychological Thriller,1
1971,Psychology,8
1971,Pulp,1
1971,Queer,2
1971,Race,2
1971,Read For School,5
1971,Realistic Fiction,3
1971,Reference,3
1971,Relationships,2
1971,Religion,10
1971,Research,1
1971,Retellings,1
1971,Roman,3
1971,Romance,13
1971,Romanticism,1
1971,Russia,2
1971,Russian Literature,1
1971,School,12
1971,Science,3
1971,Science Fiction,14
1971,Science Fiction Fantasy,12
1971,Scotland,1
1971,Seinen,1
1971,Self Help,2
1971,Sequential Art,1
1971,Sexuality,2
1971,Short Stories,9
1971,Social Justice,1
1971,Social Science,1
1971,Society,1
1971,Sociology,4
1971,South Africa,1
1971,Southern,3
1971,Spain,2
1971,Spanish Literature,3
1971,Speculative Fiction,8
1971,Spirituality,7
1971,Spy Thriller,1
1971,Storytime,1
1971,Superheroes,1
1971,Supernatural,4
1971,Survival,2
1971,Suspense,4
1971,Teaching,1
1971,Teen,2
1971,The United States Of America,6
1971,Theatre,3
1971,Theology,2
1971,Theory,5
1971,Thriller,8
1971,Travel,3
1971,True Crime,2
1971,Unfinished,3
1971,United States,1
1971,Urban,2
1971,Urban Fantasy,1
1971,Utopia,2
1971,Victorian,1
1971,War,12
1971,Werewolves,1
1971,Westerns,2
1971,Witches,1
1971,Womens,5
1971,Womens Fiction,1
1971,World History,1
1971,World War I,2
1971,World War II,7
1971,Young Adult,22
1972,14th Century,1
1972,16th Century,1
1972,17th Century,2
1972,19th Century,8
1972,1st Grade,1
1972,20th Century,14
1972,2nd Grade,1
1972,Academic,2
1972,Action,3
1972,Adult,4
1972,Adult Fiction,3
1972,Adventure,17
1972,Africa,2
1972,African American,3
1972,Aliens,3
1972,Alternate History,2
1972,American,11
1972,American Fiction,1
1972,American History,2
1972,Ancient History,1
1972,Animals,8
1972,Anthologies,3
1972,Anthropology,6
1972,Apocalyptic,1
1972,Architecture,2
1972,Art,3
1972,Art History,1
1972,Artificial Intelligence,1
1972,Asia,1
1972,Audiobook,15
1972,Australia,1
1972,Autobiography,6
1972,Banned Books,1
1972,Baseball,1
1972,Biblical Fiction,1
1972,Biography,12
1972,Biography Memoir,7
1972,Biology,2
1972,Brazil,1
1972,British Literature,14
1972,Buddhism,1
1972,Buses,1
1972,Canada,1
1972,Canadian Literature,1
1972,Category Romance,1
1972,Catholic,1
1972,Chapter Books,4
1972,Chemistry,1
1972,Chick Lit,2
1972,Childrens,19
1972,Christian,5
1972,Christian Fiction,1
1972,Christian Living,1
1972,Christian Non Fiction,1
1972,Christianity,3
1972,Christmas,3
1972,Classic Literature,2
1972,Classics,83
1972,Clean Romance,1
1972,Collections,3
1972,Comedy,2
1972,Comics,1
1972,Coming Of Age,6
1972,Contemporary,9
1972,Contemporary Romance,1
1972,Cookbooks,1
1972,Cooking,1
1972,Counselling,1
1972,Cozy Mystery,1
1972,Crime,6
1972,Criticism,1
1972,Czech Literature,1
1972,Dark Fantasy,1
1972,Design,1
1972,Detective,2
1972,Diets,1
1972,Divorce,1
1972,Dragons,2
1972,Drama,3
1972,Dutch Literature,1
1972,Dystopia,6
1972,Education,3
1972,Egypt,2
1972,Emergency Services,1
1972,Emotion,1
1972,Engineering,2
1972,English Civil War,1
1972,Epic,1
1972,Epic Fantasy,3
1972,Erotica,1
1972,Esoterica,1
1972,Espionage,2
1972,Essays,1
1972,European History,1
1972,European Literature,1
1972,Evolution,2
1972,Fairy Tales,2
1972,Faith,2
1972,Family,3
1972,Fantasy,28
1972,Feminism,5
1972,Fiction,108
1972,Finnish Literature,1
1972,Fire Services,1
1972,Firefighters,1
1972,Folklore,1
1972,Food,1
1972,France,10
1972,French Literature,7
1972,Gay,3
1972,Gender,1
1972,Geography,1
1972,German Literature,4
1972,Germany,1
1972,God,1
1972,Gothic,4
1972,Gothic Romance,2
1972,Grad School,1
1972,Graphic Novels,2
1972,Greece,2
1972,Halloween,1
1972,Harlequin,1
1972,Harlequin Romance,1
1972,Health,1
1972,High Fantasy,3
1972,Historical,21
1972,Historical Fiction,24
1972,Historical Romance,5
1972,History,22
1972,Holiday,1
1972,Holocaust,2
1972,Horror,7
1972,Hugo Awards,1
1972,Humor,16
1972,Hungarian Literature,1
1972,Hungary,1
1972,India,1
1972,Indonesian Literature,1
1972,Inspirational,2
1972,Islam,4
1972,Israel,1
1972,Italian Literature,2
1972,Italy,3
1972,Japan,1
1972,Japanese History,1
1972,Japanese Literature,1
1972,Jewish,4
1972,Judaism,2
1972,Juvenile,10
1972,Kids,3
1972,LGBT,8
1972,Language,1
1972,Latin American,3
1972,Latin American Literature,3
1972,Lebanon,1
1972,Literary Fiction,12
1972,Literature,51
1972,M M Romance,1
1972,Magic,3
1972,Magical Realism,5
1972,Media Tie In,1
1972,Medical,2
1972,Medieval,1
1972,Memoir,10
1972,Mental Health,1
1972,Metaphysics,1
1972,Middle Grade,9
1972,Military Fiction,2
1972,Mills and Boon,1
1972,Modern,1
1972,Modern Classics,1
1972,Murder Mystery,2
1972,Mystery,16
1972,Mystery Thriller,8
1972,Mysticism,1
1972,Mythology,2
1972,Natural History,2
1972,Nature,2
1972,New Age,2
1972,New Testament,1
1972,New York,2
1972,Nobel Prize,2
1972,Nonfiction,35
1972,Novella,3
1972,Novels,47
1972,Nutrition,1
1972,Occult,1
1972,Paranormal,2
1972,Philosophy,22
1972,Photography,1
1972,Physics,1
1972,Picture Books,5
1972,Pirates,1
1972,Plays,3
1972,Poetry,15
1972,Politics,5
1972,Popular Science,1
1972,Portugal,1
1972,Portuguese Literature,2
1972,Post Apocalyptic,3
1972,Psychology,8
1972,Queer,3
1972,Race,2
1972,Read For School,6
1972,Realistic Fiction,6
1972,Reference,3
1972,Regency,1
1972,Religion,17
1972,Research,1
1972,Robots,1
1972,Roman,5
1972,Romance,13
1972,Romania,1
1972,Romantic Suspense,2
1972,Russia,5
1972,Russian Literature,5
1972,Scandinavian Literature,1
1972,School,14
1972,Science,7
1972,Science Fiction,22
1972,Science Fiction Fantasy,15
1972,Self Help,5
1972,Sexuality,1
1972,Short Stories,16
1972,Social,1
1972,Social Science,2
1972,Society,1
1972,Sociology,2
1972,South Africa,1
1972,Southern,1
1972,Space,3
1972,Space Opera,1
1972,Spain,1
1972,Spanish Civil War,1
1972,Spanish Literature,3
1972,Speculative Fiction,10
1972,Spirituality,11
1972,Sports,1
1972,Surreal,1
1972,Survival,2
1972,Suspense,9
1972,Swedish Literature,1
1972,Sword and Sorcery,1
1972,Tanzania,1
1972,Teaching,1
1972,Technology,1
1972,Teen,3
1972,The United States Of America,3
1972,Theatre,2
1972,Theology,3
1972,Theory,2
1972,Theosophy,1
1972,Thriller,10
1972,Travel,3
1972,Turkish,2
1972,Turkish Literature,2
1972,Unfinished,3
1972,Urban,1
1972,Urban Fantasy,1
1972,Utopia,1
1972,Vampires,1
1972,Victorian,1
1972,War,10
1972,Westerns,2
1972,Womens,2
1972,World History,2
1972,World War I,1
1972,World War II,2
1972,Writing,1
1972,Young Adult,21
1972,Zen,1
1973,17th Century,1
1973,18th Century,1
1973,19th Century,7
1973,20th Century,16
1973,Action,3
1973,Adult,6
1973,Adult Fiction,3
1973,Adventure,20
1973,Africa,2
1973,African American,2
1973,African American Literature,1
1973,Algorithms,1
1973,Aliens,3
1973,American,18
1973,American Fiction,1
1973,American History,4
1973,American Revolution,1
1973,Americana,2
1973,Anarchism,1
1973,Animals,3
1973,Anthologies,4
1973,Anthropology,3
1973,Art,3
1973,Art History,1
1973,Art and Photography,2
1973,Arthurian,2
1973,Asia,2
1973,Asian Literature,2
1973,Astronomy,1
1973,Audiobook,10
1973,Autobiography,4
1973,Bande Dessinée,1
1973,Banned Books,1
1973,Baseball,1
1973,Biography,16
1973,Biography Memoir,7
1973,Biology,2
1973,Book Club,1
1973,Books About Books,1
1973,Brazil,1
1973,British Literature,15
1973,Buddhism,1
1973,Business,2
1973,Cats,1
1973,Chapter Books,1
1973,Chick Lit,3
1973,Childrens,22
1973,Christian,7
1973,Christian Living,1
1973,Christian Non Fiction,2
1973,Christianity,6
1973,Classic Literature,3
1973,Classics,78
1973,Collections,2
1973,College,1
1973,Comedy,7
1973,Comic Book,1
1973,Comics,4
1973,Coming Of Age,3
1973,Computer Science,1
1973,Computers,1
1973,Contemporary,11
1973,Contemporary Romance,2
1973,Cozy Mystery,1
1973,Crime,9
1973,Criticism,1
1973,Cultural,4
1973,Danish,1
1973,Dark,1
1973,Death,1
1973,Drama,7
1973,Drawing,1
1973,Dutch Literature,2
1973,Dystopia,1
1973,Eastern Philosophy,1
1973,Economics,5
1973,Education,1
1973,Egypt,1
1973,Emotion,1
1973,English Literature,1
1973,Entrepreneurship,1
1973,Environment,2
1973,Erotica,1
1973,Espionage,2
1973,Essays,8
1973,European History,1
1973,Evolution,1
1973,Fairy Tales,1
1973,Faith,4
1973,Family,1
1973,Fantasy,21
1973,Female Authors,2
1973,Feminism,7
1973,Fiction,97
1973,Film,1
1973,Finance,1
1973,Food,1
1973,Football,1
1973,France,9
1973,French Literature,5
1973,Futuristic,1
1973,Gardening,1
1973,Gay,2
1973,Gay Fiction,1
1973,German Literature,4
1973,Germany,4
1973,God,2
1973,Gothic,1
1973,Government,1
1973,Graphic Novels,3
1973,Graphic Novels Comics,2
1973,Hard Science Fiction,1
1973,Health,1
1973,Hinduism,3
1973,Historical,26
1973,Historical Fiction,31
1973,Historical Romance,1
1973,History,28
1973,History Of Science,1
1973,Holocaust,1
1973,Horror,8
1973,How To,1
1973,Hugo Awards,1
1973,Humor,17
1973,India,4
1973,Indian Literature,3
1973,Inspirational,2
1973,Iran,1
1973,Islam,5
1973,Italian Literature,1
1973,Italy,1
1973,Japan,4
1973,Japanese Literature,3
1973,Journalism,1
1973,Juvenile,2
1973,Kids,1
1973,LGBT,4
1973,Latin American,2
1973,Latin American Literature,1
1973,Law,2
1973,Lesbian,1
1973,Lesbian Fiction,1
1973,Literary Fiction,13
1973,Literature,51
1973,Love,2
1973,Love Story,1
1973,Magic,1
1973,Magical Realism,1
1973,Manga,2
1973,Marathi,1
1973,Maritime,2
1973,Marriage,1
1973,Media Tie In,3
1973,Medical,1
1973,Medicine,1
1973,Medieval,2
1973,Memoir,15
1973,Mental Health,1
1973,Mental Illness,2
1973,Metaphysics,1
1973,Middle Grade,9
1973,Military Fiction,7
1973,Military History,1
1973,Modern,1
1973,Moroccan,1
1973,Morocco,1
1973,Music,1
1973,Mystery,12
1973,Mystery Thriller,6
1973,Mysticism,2
1973,Mythology,3
1973,Nature,3
1973,Naval Historical Fiction,1
1973,Nazi Party,1
1973,Neuroscience,1
1973,New Age,1
1973,New Testament,1
1973,New York,1
1973,Nobel Prize,2
1973,Nonfiction,51
1973,Novella,2
1973,Novels,45
1973,Nursery Rhymes,1
1973,Occult,1
1973,Outdoors,1
1973,Own,1
1973,Paranormal,3
1973,Personal Development,2
1973,Philosophy,25
1973,Photography,1
1973,Physics,1
1973,Picture Books,4
1973,Plants,1
1973,Plays,3
1973,Poetry,14
1973,Police,2
1973,Polish Literature,1
1973,Political Science,2
1973,Politics,15
1973,Popular Science,2
1973,Portuguese Literature,1
1973,Programming,1
1973,Psychoanalysis,1
1973,Psychology,10
1973,Queer,4
1973,Race,1
1973,Read For School,1
1973,Realistic Fiction,3
1973,Reference,7
1973,Religion,12
1973,Roman,4
1973,Romance,12
1973,Romania,2
1973,Romanian Literature,2
1973,Russia,8
1973,Russian Literature,3
1973,Scandinavian Literature,1
1973,School,10
1973,Science,9
1973,Science Fiction,17
1973,Science Fiction Fantasy,12
1973,Self Help,7
1973,Short Stories,15
1973,Short Story Collection,2
1973,Social Justice,1
1973,Social Science,3
1973,Society,2
1973,Sociology,5
1973,Software,1
1973,South Africa,1
1973,Southern,1
1973,Southern Gothic,1
1973,Space,5
1973,Space Opera,2
1973,Spain,3
1973,Spanish Literature,4
1973,Speculative Fiction,8
1973,Spirituality,11
1973,Sports,2
1973,Storytime,2
1973,Supernatural,1
1973,Surreal,1
1973,Survival,1
1973,Suspense,7
1973,Sustainability,1
1973,Sweden,1
1973,Swedish Literature,1
1973,Technical,1
1973,Technology,1
1973,Teen,3
1973,Textbooks,1
1973,The United States Of America,3
1973,Theatre,3
1973,Theology,3
1973,Theory,2
1973,Thriller,10
1973,Time Travel,2
1973,Travel,3
1973,True Crime,2
1973,Turkish,3
1973,Turkish Literature,3
1973,Unfinished,5
1973,Urban,1
1973,Victorian,2
1973,War,14
1973,Westerns,1
1973,Wilderness,1
1973,Womens,6
1973,Womens Fiction,1
1973,World War II,8
1973,Writing,1
1973,Young Adult,17
1974,13th Century,1
1974,18th Century,1
1974,19th Century,11
1974,20th Century,15
1974,Action,1
1974,Adult,11
1974,Adult Fiction,4
1974,Adventure,16
1974,Africa,1
1974,African American,4
1974,African Literature,1
1974,Aliens,2
1974,Alternate History,1
1974,American,13
1974,American Civil War,2
1974,American History,9
1974,American Revolution,2
1974,American Revolutionary War,2
1974,Americana,1
1974,Ancient,1
1974,Animals,9
1974,Anthologies,1
1974,Anthropology,1
1974,Apocalyptic,1
1974,Art,3
1974,Arthurian,2
1974,Asia,2
1974,Audiobook,10
1974,Australia,1
1974,Autobiography,9
1974,Bande Dessinée,1
1974,Banned Books,3
1974,Biography,16
1974,Biography Memoir,10
1974,Biology,3
1974,Boarding School,1
1974,Books About Books,1
1974,Brain,1
1974,Brazil,1
1974,British Literature,20
1974,Business,4
1974,Canada,3
1974,Canadian Literature,2
1974,Catholic,1
1974,Chapter Books,3
1974,Chick Lit,2
1974,Childrens,20
1974,Childrens Classics,1
1974,China,1
1974,Christian,8
1974,Christian Fiction,1
1974,Christian Living,2
1974,Christianity,3
1974,Church,1
1974,Cities,1
1974,Civil War,2
1974,Classic Literature,4
1974,Classics,89
1974,Collections,3
1974,College,1
1974,Comedy,8
1974,Comic Book,1
1974,Comics,1
1974,Coming Of Age,3
1974,Comix,1
1974,Contemporary,18
1974,Contemporary Romance,2
1974,Counselling,1
1974,Crime,13
1974,Cults,1
1974,Cultural,2
1974,Death,1
1974,Detective,5
1974,Dragons,1
1974,Drama,8
1974,Dystopia,6
1974,Ecology,1
1974,Education,1
1974,Environment,2
1974,Epic,2
1974,Erotic Romance,1
1974,Erotica,2
1974,Espionage,4
1974,Essays,6
1974,European History,2
1974,Evolution,1
1974,Fairy Tales,2
1974,Faith,3
1974,Family,1
1974,Fantasy,27
1974,Feminism,6
1974,Fiction,113
1974,Film,1
1974,Fitness,1
1974,France,5
1974,French Literature,4
1974,French Revolution,1
1974,Gay,2
1974,Gay Fiction,1
1974,Gender,1
1974,German Literature,3
1974,Germany,2
1974,Gothic,3
1974,Graphic Novels,1
1974,Graphic Novels Comics,1
1974,Halloween,1
1974,Harlequin Romance,1
1974,Health,4
1974,High Fantasy,1
1974,High School,2
1974,Historical,28
1974,Historical Fantasy,2
1974,Historical Fiction,39
1974,Historical Mystery,1
1974,Historical Romance,3
1974,History,20
1974,Horror,10
1974,How To,2
1974,Humor,16
1974,India,1
1974,Inspirational,8
1974,Iran,1
1974,Ireland,2
1974,Irish Literature,1
1974,Israel,1
1974,Italian Literature,2
1974,Italy,2
1974,Journalism,1
1974,Juvenile,8
1974,Kids,1
1974,LGBT,2
1974,Language,2
1974,Latin American,5
1974,Latin American Literature,4
1974,Lds,1
1974,Lds Non Fiction,1
1974,Leadership,1
1974,Lesbian,1
1974,Linguistics,1
1974,Literary Fiction,16
1974,Literature,48
1974,M M Romance,1
1974,Magic,5
1974,Magical Realism,4
1974,Management,1
1974,Marriage,1
1974,Media Tie In,2
1974,Medical,2
1974,Medicine,3
1974,Medieval,5
1974,Medieval Romance,1
1974,Memoir,13
1974,Middle Grade,11
1974,Military Fiction,6
1974,Military History,2
1974,Modern,1
1974,Modern Classics,2
1974,Mormonism,1
1974,Music,1
1974,Mystery,23
1974,Mystery Thriller,10
1974,Mythology,2
1974,Natural History,1
1974,Nature,5
1974,New Age,1
1974,New York,2
1974,Nigeria,1
1974,Nobel Prize,3
1974,Noir,3
1974,Nonfiction,45
1974,Novella,1
1974,Novels,51
1974,Pakistan,1
1974,Paranormal,3
1974,Parenting,1
1974,Personal Development,4
1974,Philosophy,24
1974,Picture Books,6
1974,Plantagenet,1
1974,Plays,4
1974,Poetry,13
1974,Poetry Plays,1
1974,Poland,2
1974,Polish Literature,2
1974,Political Science,1
1974,Politics,12
1974,Portugal,1
1974,Post Apocalyptic,2
1974,Presidents,2
1974,Productivity,2
1974,Psychoanalysis,1
1974,Psychology,11
1974,Queer,2
1974,Race,2
1974,Read For School,1
1974,Realistic Fiction,2
1974,Reference,7
1974,Religion,10
1974,Research,2
1974,Retellings,1
1974,Roman,2
1974,Romance,15
1974,Romania,1
1974,Romanian Literature,1
1974,Romantic,1
1974,Romanticism,1
1974,Russia,4
1974,Russian History,1
1974,Russian Literature,1
1974,School,13
1974,Science,10
1974,Science Fiction,14
1974,Science Fiction Fantasy,12
1974,Science Nature,1
1974,Scripture,1
1974,Self Help,8
1974,Short Stories,11
1974,Social Issues,1
1974,Social Science,1
1974,Sociology,4
1974,Southern,2
1974,Soviet Union,1
1974,Space,2
1974,Space Opera,2
1974,Spain,1
1974,Spanish Literature,7
1974,Speculative Fiction,8
1974,Spirituality,12
1974,Sports,3
1974,Spy Thriller,3
1974,Steampunk,1
1974,Supernatural,2
1974,Surreal,1
1974,Survival,3
1974,Suspense,11
1974,Tasmania,1
1974,Teen,3
1974,Textbooks,1
1974,The United States Of America,8
1974,The World,1
1974,Theatre,2
1974,Theology,2
1974,Theory,2
1974,Thriller,16
1974,Time Travel,1
1974,Travel,3
1974,Travelogue,1
1974,True Crime,2
1974,True Story,1
1974,Turkish,1
1974,Turkish Literature,1
1974,Unfinished,4
1974,Urban Planning,1
1974,Us Presidents,1
1974,Victorian,2
1974,War,14
1974,Westerns,1
1974,Witches,1
1974,Womens,6
1974,Womens Fiction,1
1974,World History,1
1974,World War I,1
1974,World War II,2
1974,Young Adult,22
1974,Young Adult Fantasy,1
1975,16th Century,1
1975,17th Century,1
1975,18th Century,3
1975,19th Century,9
1975,20th Century,30
1975,Academia,1
1975,Academic,1
1975,Action,2
1975,Activism,1
1975,Adult,6
1975,Adult Fiction,3
1975,Adventure,25
1975,Africa,4
1975,African American,2
1975,African Literature,2
1975,Agriculture,1
1975,Aliens,1
1975,American,17
1975,American Fiction,2
1975,American History,7
1975,American Revolution,3
1975,American Revolutionary War,2
1975,Americana,2
1975,Ancient History,1
1975,Animals,5
1975,Anthologies,3
1975,Anthropology,1
1975,Art,5
1975,Art History,3
1975,Art and Photography,1
1975,Arthurian,1
1975,Asia,5
1975,Asian Literature,2
1975,Audiobook,12
1975,Australia,1
1975,Autobiography,6
1975,Aviation,1
1975,Banking,1
1975,Banned Books,1
1975,Biography,22
1975,Biography Memoir,6
1975,Brazil,3
1975,British Literature,22
1975,Buddhism,2
